from,from_name,from_lat,from_lon,to,to_name,to_lat,to_lon,year,value
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2007,173583
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2008,179672
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2009,162064
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2010,178502
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2011,156304
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2012,139799
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2013,132901
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2014,116925
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2015,104042
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2016,95787
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2017,89099
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2018,101361
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2019,99553
TOTAL,Total,0,0,FIN,Finland,61.92411,25.748151,2020,98580
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,1990,1147554
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,1991,1217725
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,1992,1281068
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,1993,1200654
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,1994,1249938
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,1995,1307646
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,1996,1410181
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,1997,1419433
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,1998,1434395
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,1999,1649710
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2000,1696095
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2001,1663132
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2002,1744261
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2003,1788025
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2004,1857438
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2005,1936328
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2006,1867698
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2007,1763524
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2008,1865485
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2009,1894275
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2010,1959008
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2011,2048061.914
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2012,1970538.372
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2013,1977863.469
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2014,1869780.08
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2015,1832028.575
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2016,1918225.733
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2017,2007600.132
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2018,2041798.166
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2019,2275007.484
TOTAL,Total,0,0,FRA,France,46.227638,2.213749,2020,1917688.977
TOTAL,Total,0,0,GEO,Georgia,42.315407,43.356892,2013,76542.822
TOTAL,Total,0,0,GEO,Georgia,42.315407,43.356892,2014,87241.115
TOTAL,Total,0,0,GEO,Georgia,42.315407,43.356892,2015,99948.842
TOTAL,Total,0,0,GEO,Georgia,42.315407,43.356892,2016,90502.182
TOTAL,Total,0,0,GEO,Georgia,42.315407,43.356892,2017,95263.031
TOTAL,Total,0,0,GEO,Georgia,42.315407,43.356892,2018,94744.421
TOTAL,Total,0,0,GEO,Georgia,42.315407,43.356892,2019,107418.783
TOTAL,Total,0,0,GEO,Georgia,42.315407,43.356892,2020,107833.798
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,1990,26763
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,1991,30362
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,1992,27398
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,1993,30020
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,1994,28234
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,1995,10408
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,1996,33402
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,1997,39729
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,1998,41952
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,1999,42142
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2000,42104
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2001,41162
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2002,41207
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2003,43274
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2004,40037
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2005,43096
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2006,42807
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2007,40094
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2008,45882
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2009,39448
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2010,40407
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2011,33097
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2012,51291
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2013,47993
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2014,43542
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2015,40371
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2016,48902
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2017,70105.567
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2018,61166.542
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2019,77108.64
TOTAL,Total,0,0,HRV,Croatia,45.1,15.2,2020,82818.277
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,1990,241444
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,1991,231275
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,1992,191344
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,1993,221831
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,1994,210120
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,1995,257342
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,1996,337982
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,1997,304682
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,1998,329423
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,1999,340509
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2000,341792
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2001,362207
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2002,404952
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2003,462396
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2004,431618
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2005,456244
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2006,438282
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2007,398883
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2008,433824
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2009,367843
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2010,368092
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2011,306979
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2012,313776
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2013,314831
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2014,345937
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2015,264077
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2016,336120
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2017,519322
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2018,494127
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2019,724785
TOTAL,Total,0,0,HUN,Hungary,47.162494,19.503304,2020,473860
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,1990,0
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,1991,0
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,1992,0
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,1993,190
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,1994,106
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,1995,3946
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,1996,22489
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,1997,40261
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,1998,64933
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,1999,88099
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2000,115259
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2001,136078
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2002,139612
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2003,145769
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2004,137684
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2005,140007
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2006,167522.632
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2007,182153.143
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2008,193800.742
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2009,186662.313
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2010,208403.258
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2011,183928.022
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2012,178557.098
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2013,172594
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2014,167088.688
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2015,168442
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2016,79082
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2017,65565.095
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2018,80961.25
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2019,112418.229
TOTAL,Total,0,0,IRL,Ireland,53.41291,-8.24389,2020,135059
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,1990,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,1991,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,1992,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,1993,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,1994,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,1995,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,1996,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,1997,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,1998,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,1999,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2000,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2001,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2002,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2003,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2004,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2005,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2006,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2007,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2008,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2009,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2010,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2011,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2012,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2013,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2014,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2015,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2016,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2017,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2018,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2019,0
TOTAL,Total,0,0,ISL,Iceland,64.963051,-19.020835,2020,0
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,1990,1178158
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,1991,1281368
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,1992,1316877
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,1993,1245746
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,1994,1127177
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,1995,1328676
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,1996,1417359
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,1997,1489138
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,1998,1624813
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,1999,1885340
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2000,2188731
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2001,2086927
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2002,2259025
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2003,2392454
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2004,2587295
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2005,2798826
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2006,2948903
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2007,2817495
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2008,2928634
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2009,2638433
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2010,2870987
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2011,2681059
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2012,2580323
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2013,2360905
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2014,2124342
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2015,2334234
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2016,2487320
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2017,2653666.448
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2018,2585940.193
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2019,2707586.218
TOTAL,Total,0,0,ITA,Italy,41.87194,12.56738,2020,2529566.823
TOTAL,Total,0,0,LIE,Liechtenstein,47.166,9.555373,2017,955
TOTAL,Total,0,0,LIE,Liechtenstein,47.166,9.555373,2019,998
TOTAL,Total,0,0,LIE,Liechtenstein,47.166,9.555373,2020,962.2
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,1990,224397
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,1991,225277
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,1992,128699
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,1993,69604
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,1994,80526
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,1995,94366
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,1996,100884
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,1997,93134
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,1998,81578
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,1999,84961
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2000,96042
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2001,99762
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2002,100878
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2003,109550
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2004,108989
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2005,115955
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2006,115342
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2007,138425
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2008,116284
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2009,101849
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2010,115580
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2011,126781
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2012,123541
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2013,100731
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2014,100049
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2015,99602
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2016,87896
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2017,96757
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2018,88715
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2019,106877
TOTAL,Total,0,0,LTU,Lithuania,55.169438,23.881275,2020,110833
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,1990,19981
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,1991,20789
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,1992,21669
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,1993,22509
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,1994,22712
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,1995,25916
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,1996,28430
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,1997,29131
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,1998,29434
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,1999,30517
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2000,31231.007
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2001,34718
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2002,49629
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2003,50238
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2004,55632
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2005,54720
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2006,57237.241
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2007,53426.135
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2008,50856.7
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2009,51751.752
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2010,55665.215
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2011,48021.103
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2012,48894.887
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2013,41398.282
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2014,39223.618
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2015,35770.957
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2016,32988.073
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2017,32244.572
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2018,31802.531
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2019,31822.352
TOTAL,Total,0,0,LUX,Luxembourg,49.815273,6.129583,2020,28901.447
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,1990,124787
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,1991,111630
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,1992,99298
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,1993,35309
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,1994,37797
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,1995,46490
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,1996,40284
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,1997,48755
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,1998,51124
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,1999,47709
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2000,51790
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2001,50565
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2002,53210
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2003,65403
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2004,80880
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2005,66710
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2006,71174
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2007,61201
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2008,50953
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2009,65117
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2010,42014
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2011,65579
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2012,64115
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2013,64778
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2014,36291
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2015,50364
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2016,42930
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2017,47111.076
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2018,53749.935
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2019,51343.214
TOTAL,Total,0,0,LVA,Latvia,56.879635,24.603189,2020,42387.034
TOTAL,Total,0,0,MDA,Moldova,47.411631,28.369885,2010,40218
TOTAL,Total,0,0,MDA,Moldova,47.411631,28.369885,2011,39009
TOTAL,Total,0,0,MDA,Moldova,47.411631,28.369885,2012,37091
TOTAL,Total,0,0,MDA,Moldova,47.411631,28.369885,2013,34921
TOTAL,Total,0,0,MDA,Moldova,47.411631,28.369885,2014,35655
TOTAL,Total,0,0,MDA,Moldova,47.411631,28.369885,2015,34146
TOTAL,Total,0,0,MDA,Moldova,47.411631,28.369885,2016,35159
TOTAL,Total,0,0,MDA,Moldova,47.411631,28.369885,2017,35006
TOTAL,Total,0,0,MDA,Moldova,47.411631,28.369885,2018,38250
TOTAL,Total,0,0,MDA,Moldova,47.411631,28.369885,2019,35201
TOTAL,Total,0,0,MDA,Moldova,47.411631,28.369885,2020,35764
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2005,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2006,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2007,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2008,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2009,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2010,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2011,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2012,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2013,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2014,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2015,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2016,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2017,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2018,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2019,0
TOTAL,Total,0,0,MNE,Montenegro,42.708678,19.37439,2020,0
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,1990,0
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,1991,0
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,1992,0
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,1993,0
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,1994,0
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,1995,0
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,1996,0
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,1997,0
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,1998,829
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,1999,1563
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2000,2499
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2001,3346
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2002,3477
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2003,3092
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2004,2725
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2005,2902
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2006,3136
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2007,3988
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2008,4529
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2009,2997
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2010,4449
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2011,5131
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2012,5325
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2013,6031
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2014,5164
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2015,5210
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2016,8190
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2017,10541
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2018,9721
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2019,11353
TOTAL,Total,0,0,MKD,North Macedonia,41.608635,21.745275,2020,12967
TOTAL,Total,0,0,MLT,Malta,35.937496,14.375416,1990,0
